0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.079181246047624887e+00,-1.079181246047624887e+00,-1.079181246047624887e+00,-1.079181246047624887e+00,-1.079181246047624887e+00,-1.079181246047624887e+00,-1.079181246047624887e+00,-1.079181246047624887e+00,-1.079181246047624887e+00,-1.079181246047624887e+00
-1.361727836017592841e+00,-1.361727836017592841e+00,-1.361727836017592841e+00,-1.361727836017592841e+00,-1.361727836017592841e+00,-1.361727836017592841e+00,-1.361727836017592841e+00,-1.361727836017592841e+00,-1.361727836017592841e+00,-1.361727836017592841e+00
-1.531478917042255139e+00,-1.531478917042255139e+00,-1.531478917042255139e+00,-1.531478917042255139e+00,-1.531478917042255139e+00,-1.531478917042255139e+00,-1.531478917042255139e+00,-1.531478917042255139e+00,-1.531478917042255139e+00,-1.531478917042255139e+00
-1.653212513775343728e+00,-1.653212513775343728e+00,-1.653212513775343728e+00,-1.653212513775343728e+00,-1.653212513775343728e+00,-1.653212513775343728e+00,-1.653212513775343728e+00,-1.653212513775343728e+00,-1.653212513775343728e+00,-1.653212513775343728e+00
-1.748188027006200462e+00,-1.748188027006200462e+00,-1.748188027006200462e+00,-1.748188027006200462e+00,-1.748188027006200462e+00,-1.748188027006200462e+00,-1.748188027006200462e+00,-1.748188027006200462e+00,-1.748188027006200462e+00,-1.748188027006200462e+00
-1.826074802700826449e+00,-1.826074802700826449e+00,-1.826074802700826449e+00,-1.826074802700826449e+00,-1.826074802700826449e+00,-1.826074802700826449e+00,-1.826074802700826449e+00,-1.826074802700826449e+00,-1.826074802700826449e+00,-1.826074802700826449e+00
-1.892094602690480354e+00,-1.892094602690480354e+00,-1.892094602690480354e+00,-1.892094602690480354e+00,-1.892094602690480354e+00,-1.892094602690480354e+00,-1.892094602690480354e+00,-1.892094602690480354e+00,-1.892094602690480354e+00,-1.892094602690480354e+00
-1.949390006644912798e+00,-1.949390006644912798e+00,-1.949390006644912798e+00,-1.949390006644912798e+00,-1.949390006644912798e+00,-1.949390006644912798e+00,-1.949390006644912798e+00,-1.949390006644912798e+00,-1.949390006644912798e+00,-1.949390006644912798e+00
-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00
